,150,450a,550a,009a,all_categories,kategorie_tematyczne,subject_category,item,ukLabel,deLabel,frLabel,enLabel,plLabel,itemId,lcsh,yso,550g,550h,009,455,555a,555g,555h,155
Immersja (estetyka),Immersja (estetyka),"['Imersja (estetyka)', 'Immersyjność']","['Doświadczenie (filozofia)', 'Mimesis', 'Odbiór dzieła literackiego', 'Odbiór dzieła sztuki', 'Rzeczywistość wirtualna', 'Świat przedstawiony']",['9813136879805606'],Kultura i sztuka Literaturoznawstwo Media i komunikacja społeczna,"['Kultura i sztuka', 'Literaturoznawstwo', 'Media i komunikacja spo']",Literaturoznawstwo,,,,,,,,,,,,,,,,,
Rok Aleksandra Kamińskiego (2003),Rok Aleksandra Kamińskiego (2003),,,['9813148890105606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rocznice'],,,,,,,
Poeci łużyccy,Poeci łużyccy,"['Sorbian poets', 'Poets, Sorbian', 'Łużyccy, poeci']",,['9813158929305606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Pisarze łużyccy'],,,,,,,
Dramaturdzy tamilscy,Dramaturdzy tamilscy,"['Tamilscy dramaturdzy', 'Tamil literature']",['g Pisarze tamilscy'],['9813160097905606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,,,,,,,,
Poeci tamilscy,Poeci tamilscy,"['Poets, Tamil', 'Tamil poets']",,['9813160097205606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Pisarze tamilscy'],,,,,,,
Gatunki mowy,Gatunki mowy,,"['Gatunki medialne', 'Genologia', 'Rodzaje i gatunki literackie']",['9813160149605606'],Językoznawstwo Literaturoznawstwo,"['J', 'Literaturoznawstwo']",Literaturoznawstwo,,,,,,,,,,,,,,,,,
Międzynarodowa Nagroda im. Witolda Pileckiego,Międzynarodowa Nagroda im. Witolda Pileckiego,"['Nagroda im. Witolda Pileckiego', 'Międzynarodowa Nagroda imienia Witolda Pileckiego', 'Nagroda Pileckiego', 'Pilecki Book Award']",,['9813173509605606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Nagrody literackie'],,,,,,,
Historia literatury,Historia literatury,['Literary history'],,['9813200289505606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,http://www.wikidata.org/entity/Q6497044,історія літератури,Literaturgeschichte,histoire littéraire,history of literature,historia literatury,Q6497044,,17103,"['Literaturoznawstwo', 'Historia kultury', 'Kanon literatury', 'Proces historycznoliteracki', 'Tradycja literacka']",,,,,,,
Rok Marii Konopnickiej (2022),Rok Marii Konopnickiej (2022),,,['9813213792905606'],Kultura i sztuka Literaturoznawstwo,"['Kultura i sztuka', 'Literaturoznawstwo']",Literaturoznawstwo,,,,,,,,,,['Rocznice'],,,,,,,
Grupy kolędnicze,Grupy kolędnicze,"['Zespoły kolędnicze', 'Kolędnicy (zespoły artystyczne)']",,['9813217874405606'],Literaturoznawstwo Kultura i sztuka,"['Literaturoznawstwo', 'Kultura i sztuka']",Literaturoznawstwo,,,,,,,,,,"['Zespoły teatralne', 'Zespoły muzyczne', 'Kolędowanie']",,,,,,,
Nagroda im. Anny Godlewskiej,Nagroda im. Anny Godlewskiej,"['Nagroda Anny Godlewskiej', 'Nagroda imienia Anny Godlewskiej', 'Nagroda Literacka Anny Godlewskiej']",,['9813218022805606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,http://www.wikidata.org/entity/Q11789153,,,,,Nagroda im. Anny Godlewskiej,Q11789153,,,['Nagrody literackie'],,,,,,,
"Nagroda literacka ""Wiadomości""","Nagroda literacka ""Wiadomości""",['Nagroda Wiadomości'],,['9813218901705606'],Literaturoznawstwo,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Nagrody literackie'],,,,,,,
Aforyzmy,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],['Dewizy (heraldyka)'],['9810593926905606'],"['Sentencje', 'Złote myśli']",[],[],['Table-talk (literatura)'],Aforyzmy
Anegdoty,,[],"['Komizm', 'Żarty']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810611218705606'],"['Dowcipy', 'Facecje', 'Facetiae']","['Humor zeszytów szkolnych', 'Pure nonsense', 'Szmonces']",[],"['Anegdoty polityczne', 'Humor rysunkowy', 'Table-talk (literatura)']",Anegdoty
Apoftegmaty,,[],['Duchowość chrześcijańska'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Patrologia'],[],['9810583084005606'],[],[],[],[],Apoftegmaty ojców
Apologia,,[],['Apologetyka'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9811565450405606'],"['Apologie', 'Apology', 'Obrona (gatunek literacki)']","['Polemika', 'Polemika religijna']",[],[],Apologia
Ars moriendi,,[],"['Śmierć', 'Duchowość chrześcijańska']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Rodzaje i gatunki literackie', 'Tematy i motywy']",[],['9810670545005606'],"['Ars bene moriendi', 'Sztuka umierania']",[],['Literatura chrześcijańska'],[],Ars moriendi
Autobiografia,,[],['Tożsamość osobista'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Rodzaje i gatunki literackie', 'Formy autobiograficzne']",[],['9810579503705606'],[],"['Autofikcja', 'Biografia', 'Dzienniki', 'Komiks autobiograficzny', 'Literatura faktu, eseje, publicystyka', 'Opowiadania i nowele autobiograficzne', 'Pamiętniki i wspomnienia', 'Powieść autobiograficzna']",[],[],Autobiografia
Autofikcja,,[],['Fikcja literacka'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Formy autobiograficzne', 'Rodzaje i gatunki literackie']",[],['9812739387805606'],"['Autofiction', 'Fabularyzowana autobiografia']","['Autobiografia', 'Dzienniki', 'Literatura faktu, eseje, publicystyka', 'Pamiętniki i wspomnienia', 'Powieść', 'Powieść autobiograficzna', 'Proza']",[],[],Autofikcja
Bajki i baśnie,,[],"['Bajkoterapia', 'Krasnoludki', 'Dzień Postaci z Bajek (5 listopada)']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810623229005606'],['Baśń'],"['Kamishibai', 'Legendy i podania', 'Literatura ludowa']",[],"['Bajka słowno-muzyczna', 'Bajka zwierzęca']",Bajki i baśnie
Ballada (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810656636505606'],['Ballada'],"['Ballada (utwór muzyczny)', 'Poezja']",[],[],Ballada (gatunek literacki)
Bestiariusz,,[],"['Etyka chrześcijańska', 'Zwierzęta', 'Stworzenia fantastyczne']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810656632405606'],['Fizjologus'],[],[],[],Bestiariusz
Blason,,['Blason (satiric verse)'],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810598673505606'],[],['Poezja'],[],[],Blason
Bylina (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810611222105606'],['Byliny (literatura)'],"['Literatura ludowa', 'Poezja']",[],[],Bylina (gatunek literacki)
Centon,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810637364405606'],['Bigos literacki'],[],[],[],Centon
Cyzjojan,,[],['Święta religijne'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810560472005606'],"['Cisjojanus', 'Cisiojanus']",['Poezja'],['Kalendarze (wydawnictwa)'],[],Cyzjojan
Dramat (gatunek literacki),,[],"['Didaskalia', 'Dramaturdzy', 'Monolog']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810575993305606'],['Dramat'],"['Dramat (rodzaj)', 'Słuchowisko radiowe', 'Teatr']",[],"['Dramat historyczny', 'Dramat liturgiczny', 'Dramat pasyjny', 'Dramat romantyczny', 'Dramat satyrowy', 'Intermedium', 'Jednoaktówka', 'Komedia', 'Libretto', 'Melodramat', 'Misteria i mirakle', 'Monodram', 'Moralitet', 'Purim szpil', 'Szopka satyryczna', 'Teatr absurdu', 'Tragedia', 'Tragikomedia']",Dramat (gatunek literacki)
Dramat (rodzaj),,[],"['Didaskalia', 'Dramaturdzy', 'Dramaturgia', 'Monolog', 'Teologia dramatyczna']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810656706105606'],[],"[""Commedia dell'arte"", 'Dramat (gatunek literacki)', 'Dramat liturgiczny', 'Dramat historyczny', 'Dramat pasyjny', 'Dramat romantyczny', 'Dramat satyrowy', 'Intermedium', 'Jednoaktówka', 'Komedia', 'Komedia elegijna', 'Komedia rybałtowska', 'Libretto', 'Melodramat', 'Misteria i mirakle', 'Monodram', 'Purim szpil', 'Scenariusz', 'Scenariusz teatralny', 'Słuchowisko radiowe', 'Szopka satyryczna', 'Teatr', 'Teatr absurdu', 'Tragedia', 'Tragikomedia']",[],[],Dramat (rodzaj)
Dialog,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Formy i gatunki muzyczne'],[],['9810530917205606'],[],"['Kantata', 'Oratorium (utwór muzyczny)']",['Muzyka poważna'],[],Dialog muzyczny
Dumy i dumki,,"['Duma (gatunek literacki)', 'Dumka (gatunek literacki)']",[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810611109505606'],['Dumki'],['Poezja'],[],[],Dumy i dumki
Dzienniki,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Rodzaje i gatunki literackie', 'Formy autobiograficzne']",[],['9810652314405606'],['Dziennik'],"['Autobiografia', 'Autofikcja', 'Diariusz', 'Dzienniki i pamiętniki duchowe', 'Literatura faktu, eseje, publicystyka', 'Pamiętniki i wspomnienia', 'Relacja z podróży']",[],[],Dzienniki
Dzienniki i pamiętniki duchowe,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Formy autobiograficzne', 'Rodzaje i gatunki literackie']",[],['9810712650805606'],"['Dzienniczek duchowy', 'Dziennik duchowy', 'Dzienniki duchowe', 'Pamiętnik duchowy', 'Pamiętniki duchowe', 'Pamiętniki i dzienniki duchowe']","['Dzienniki', 'Pamiętniki i wspomnienia', 'Świadectwa wiary']",['Rozważania i rozmyślania religijne'],[],Dzienniki i pamiętniki duchowe
Elegia,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810660756205606'],"['Elegiac poetry', 'Elegy', 'Élégie']","['Lament (gatunek literacki)', 'Literatura okolicznościowa', 'Poezja', 'Wiersze okolicznościowe']",[],[],Elegia
Emblematy (gatunek literacki),,[],['Emblematy (ikonografia)'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810638905705606'],[],"['Epigramy', 'Poezja']",[],['Stemmaty'],Emblematy (gatunek literacki)
Epicedia,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810662784305606'],[],"['Literatura okolicznościowa', 'Poezja', 'Wiersze okolicznościowe']",[],[],Epicedia
Epigramy,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810660769305606'],['Epigramaty'],"['Emblematy (gatunek literacki)', 'Poezja']",[],[],Epigramy
Epika,,[],['Narracja'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810660769505606'],[],[],[],[],Epika
Epinikia,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9811509172305606'],"['Epinikion', 'Epinicium', 'Epinicia']","['Literatura okolicznościowa', 'Poezja', 'Wiersze okolicznościowe', 'Panegiryk']",[],[],Epinikia
Epitafia (gatunek literacki),,[],"['Epigrafika', 'Epitafia (sztuki plastyczne)', 'Nagrobki']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810660769805606'],['Epitafium (gatunek literacki)'],"['Literatura okolicznościowa', 'Poezja', 'Wiersze okolicznościowe']",[],[],Epitafia (gatunek literacki)
Epitalamium,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810660769905606'],['Pieśń weselna'],"['Literatura okolicznościowa', 'Poezja', 'Wiersze okolicznościowe', 'Muzyka weselna', 'Panegiryk']",[],[],Epitalamium
Epos,,[],['Heroikomika'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810660689905606'],"['Epopeja', 'Poemat heroiczny']","['Chanson de geste', 'Legendy i podania', 'Poemat heroikomiczny', 'Poezja', 'Romans rycerski']",[],[],Epos
Epyllion,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810649666505606'],[],['Poezja'],[],[],Epyllion
Erotyki,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810624862505606'],"['Erotyk', 'Wiersze erotyczne', 'Wiersz erotyczny', 'Poezja erotyczna', 'Erotic poetry']",['Poezja'],[],[],Erotyki
Esej,,[],['Filozofia'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Gatunki medialne', 'Rodzaje i gatunki literackie']",[],['9810655148205606'],['Eseje'],"['Esej filmowy', 'Fotoesej', 'Literatura faktu, eseje, publicystyka', 'Quaestio', 'Szkic literacki', 'Wideoesej']",[],[],Esej
Exemplum,,[],"['Homiletyka', 'Retoryka']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810614449105606'],['Exempla'],"['Literatura dydaktyczna', 'Opowiadania i nowele', 'Pomoce liturgiczno-duszpasterskie', 'Proza']",[],[],Exemplum
Fabliaux,,[],['Komizm'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810816442505606'],['Fabliau'],"['Märe', 'Poezja']",[],[],Fabliaux
Fanfikcja (fan fiction),,[],"['Fandomy', 'Internet']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Pisarstwo', 'Rodzaje i gatunki literackie']",[],['9810655573505606'],"['Fan fiction', 'Fan-fikcja', 'Fanfik', 'Fik', 'Fikcja fanowska', 'Fanfikcja']","['Literatura', 'Literatura elektroniczna']",[],['Slash fiction'],Fanfikcja (fan fiction)
Fantastyka,,[],"['Historia alternatywna', 'Krainy i światy fikcyjne', 'Realizm magiczny', 'Rzeczywistość alternatywna', 'Rzeczywistość postapokaliptyczna', 'Światotwórstwo', 'Utopia']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],['Sztuka fantastyczna'],['9810614991505606'],[],[],[],"['Fantasy', 'Dystopia', 'Science fiction']",Fantastyka
Felieton,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Gatunki medialne', 'Rodzaje i gatunki literackie']",[],['9810691182305606'],[],"['Literatura faktu, eseje, publicystyka']",['Publicystyka'],[],Felieton
Figliki,,[],['Komizm'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810701186205606'],[],['Poezja'],[],[],Figliki
Fraszki,,[],['Komizm'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810663561005606'],[],['Poezja'],[],[],Fraszki
Gawęda,,[],['Szlachta'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810539732505606'],[],"['Gawęda', 'Proza']",['Literatura polska'],[],Gawęda szlachecka
Gawęda szlachecka,,[],['Szlachta'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810539732505606'],[],"['Gawęda', 'Proza']",['Literatura polska'],[],Gawęda szlachecka
Gazele (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810662786005606'],['Gazela (gatunek literacki)'],['Poezja'],[],[],Gazele (gatunek literacki)
Genetliakon,,[],"['Narodziny', 'Urodziny']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810572243105606'],"['Genethliakon', 'Genetliakony', 'Genethliaca']","['Literatura okolicznościowa', 'Poezja', 'Wiersze okolicznościowe', 'Życzenia okolicznościowe']",[],[],Genetliakon
Georgika,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9813129265605606'],['Georgiki'],['Poemat dydaktyczny'],[],[],Georgika
Haibun,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9812665379205606'],[],"['Poezja', 'Proza']",[],[],Haibun
Haiku,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810609238705606'],[],"['Poezja', 'Haiga']",[],[],Haiku
Horror,,[],['Subkultura gotycka'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Rodzaje i gatunki filmowe', 'Rodzaje i gatunki literackie']",[],['9810679552105606'],[],"['Film grozy', 'Literatura grozy', 'Survival horror', 'Thriller']",[],[],Horror
Humoreska (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9812832526705606'],['Humoreski (gatunek literacki)'],"['Humoreska (utwór muzyczny)', 'Opowiadania i nowele', 'Proza']",[],[],Humoreska (gatunek literacki)
Jamb (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810632323005606'],"['Jamby', 'Iambus', 'Íambos', 'Iambi', 'Iamb', 'Iambic poetry', 'Poezja jambiczna', 'Epoda', 'Epody', 'Epode', 'Épōdós']",['Poezja'],[],[],Jamb (gatunek literacki)
Jeremiada,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810540826805606'],[],[],[],[],Jeremiada
Kasydy,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810586647105606'],[],['Poezja'],[],[],Kasydy
Komedia elegijna,,['Elegic comedy'],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810658390305606'],[],"['Dramat (rodzaj)', 'Literatura', 'Komedia']",[],[],Komedia elegijna
Komiks,,[],"['Kultura masowa', 'ToonDoo (aplikacja internetowa)']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810530500205606'],"['Comics', 'Bande dessinée']","['Adaptacja komiksowa', 'Grafika koncepcyjna', 'Fotonowele', 'Ilustracje', 'Komiksy i książki obrazkowe', 'Książka obrazkowa', 'Powieść graficzna', 'Rysunki']",['Publikacje'],"['Komiks autobiograficzny', 'Komiks biograficzny', 'Komiks erotyczny', 'Komiks historyczny', 'Komiks obyczajowy', 'Komiks podróżniczy', 'Komiks polityczny', 'Komiks przygodowy', 'Manga', 'Poemiks']",Komiks
Komiksy i książki obrazkowe,,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810597909805606'],[],"['Komiks', 'Komiks autobiograficzny', 'Komiks biograficzny', 'Komiks erotyczny', 'Komiks historyczny', 'Komiks obyczajowy', 'Komiks podróżniczy', 'Komiks polityczny', 'Komiks przygodowy', 'Książka obrazkowa', 'Manga', 'Powieść graficzna']",['Publikacje'],[],Komiksy i książki obrazkowe
Krakowiak (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9811339302305606'],"['Cracovienne', 'Krakowiak literacki', 'Краковяк']","['Krakowiak (utwór muzyczny)', 'Literatura ludowa', 'Poezja']",[],[],Krakowiak (gatunek literacki)
Kronika,,[],['Historiografia'],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Gatunki medialne', 'Rodzaje i gatunki literackie', 'Źródła historyczne']",[],['9810578133105606'],['Kroniki'],['Latopis'],[],"['Kronika kryminalna', 'Kronika parafialna', 'Kronika rodzinna', 'Kronika szkolna']",Kronika
Kryminał,,['Detective and mystery stories'],"['Detektywi amatorzy', 'Prywatni detektywi', 'Śledztwo i dochodzenie']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Rodzaje i gatunki filmowe', 'Rodzaje i gatunki literackie']",[],['9810647660005606'],"['Literatura detektywistyczna', 'Literatura policyjna', 'Film kryminalny']","['Film neo-noir', 'Thriller']",[],['Komedia kryminalna'],Kryminał
Lament (gatunek literacki),,[],[],,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9811240003705606'],"['Lamentacje (gatunek literacki)', 'Lamentacja (gatunek literacki)', 'Lamentation poetry', 'Planctus', 'Plankt', 'Żale (gatunek literacki)']","['Elegia', 'Poezja', 'Treny']",[],[],Lament (gatunek literacki)
Latopis,,[],"['Historiografia ruska', 'Rocznikarstwo']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,"['Rodzaje i gatunki literackie', 'Źródła historyczne']",[],['9811496000205606'],"['Latopisy', 'Летопись', 'Летописание', 'Летописец', 'Летапіс', 'Літопис']",['Kronika'],[],[],Latopis
Legendy i podania,,[],"['Mit założycielski', 'Mitologia', 'Ghule (stworzenia fantastyczne)', 'Nawiedzone zamki', 'Projekt Happy legEND', 'Wierzenia ludowe']",,,['Literaturoznawstwo'],Literaturoznawstwo,,,,,,,,,,['Rodzaje i gatunki literackie'],[],['9810647125605606'],['Podania (literatura)'],"['Awadana', 'Bajki i baśnie', 'Dźataka', 'Epos', 'Literatura ludowa']",[],"['Legenda herbowa', 'Legendy miejskie']",Legendy i podania
